date,Brent,WTI,NaturalGas,Gasoline,Diesel,Gold,Silver,Copper,Aluminium,Nickel,Zinc,Coffee,Corn,Cotton,LeanHogs,LiveCattle,Sugar,Soybeans,SoybeanMeal,SoybeanOil,HRWWheat,Wheat
2006-10-27,-0.13587632314308057,0.1266627954156634,-1.324994788992326,0.46683637629327596,-0.2737729082169985,0.40796258721955103,-0.4312078555941711,0.09872309851440125,1.341622141246799,0.5758167594578889,1.9873084069566656,-0.20518825851384948,0.9851299347230655,0.5995985156091082,0.033967927430817405,-1.108850174979871,-0.0019103890936564005,0.8109935805016673,0.40683463026030936,1.2812206974611609,0.0772498033907481,-0.05607028644066811
2006-10-30,-1.7093531685896108,-1.5550167501341865,1.0506290283946693,-2.505966117757273,-2.576873775882968,1.2544805404993569,0.4666431634665726,-0.9093795414572473,0.13589538105273397,-0.2816751978494546,0.05025078324267287,0.12777060637159948,-0.5957705435542555,-1.4907938798384825,0.397553471959715,0.20819853941491723,-1.4235870006906448,0.36515507891094723,1.020961786487956,-0.5844838449831203,-0.6669039597920418,-0.6694873322122095
2006-10-31,-0.02508024552450694,0.17299881140761314,0.26603359279219607,-0.031599253731407484,-0.5035014183090191,0.2717160181151031,0.30718282794298546,-0.14656124902372006,-0.6891243294507293,0.9432986833298439,0.332445305847432,0.08910957542025541,-1.539363680000146,-0.1784485186053334,-0.23932255446141532,0.16983970784548225,0.5114190694552568,-1.1295575750255744,-0.824163339488927,-0.8944985873101867,-1.0352172153516825,-1.8508367567568744
2006-11-01,0.14576598886087788,0.10532724723373017,0.521352684117008,1.3904386082570412,1.9493385393160196,1.5433786205630833,0.5466359484505604,-1.8787739473652771,-2.0382077689686082,-0.06432515731239857,0.09912476478839008,0.0039047315399618754,1.9109838293405732,-0.628749822093372,-0.34075869160013383,-2.6585605645090027,-0.25853817723642863,1.4190735513175576,0.9552601728563609,1.3470634260995584,0.26769575888693503,0.3313917587255959
2006-11-02,-1.2816654116170354,-0.6512050202834103,0.5143299325888386,-0.6439567195534908,-0.41006861109107107,1.2449980446865105,0.7379930638355122,0.5682793692865985,-0.2654017141597973,0.07289097757947138,-0.03162316826051392,1.2362182724795312,1.5465186433541502,0.3080775824552775,0.14918274080362823,-0.8310633458410258,0.06828261002517438,0.15972987929440252,0.49158256999026995,-0.2077674965324799,0.43505970162443647,0.5687617537884878
2006-11-03,0.7575376419274152,0.7557815006450982,0.2763042808348142,1.2273071534545175,0.9400425922244234,0.36905337271291694,0.0808689245423376,0.5982809681811538,0.6393811230284046,-0.6717408300579025,0.18016691755117598,0.8317565340988617,-0.5665349194004297,0.193597531439555,-0.3374185204694286,-0.9716915717169383,-0.9014966052822132,0.12238578772812894,-0.04036256421857452,0.5186466225805298,-0.27786228129009005,0.04031840126628024
2006-11-06,0.3513118028658728,0.5425651561147745,-1.2373397111268805,0.37141787372626667,1.0700292432515264,-0.44194076893358775,0.22521021787288958,-0.09829064729725814,-0.10454048754142847,-0.5873613120257467,1.0810649635896528,0.47389660307776993,0.0757050930838118,0.7294357208131292,0.2399419733868835,-0.286276748648767,1.7760035061036594,-0.09485526877629784,0.261943570196399,-0.614468347555183,0.4597955703088288,0.5636720731098577
2006-11-07,-0.9504524092283834,-0.6445820370261285,1.085346755127024,-0.11762290254139157,-0.8980979246918841,-0.2872191866937287,-0.456124371612212,0.4511255741042204,-0.22205820445570434,-0.29363873350626074,1.4400657291544632,-0.2762530704307479,1.1622399474274059,0.1675452649734474,0.061531917858602,-0.05433340464824185,-0.7429072631773973,0.665240001219351,0.28206084071521664,0.3291897646077766,-0.08054455222991291,-0.17066258877660528
2006-11-08,0.6142559772654089,0.5034023422665446,0.2185360531475094,0.8760829865805622,0.6972403225535655,-1.2072928379295484,-0.4398960310269284,-2.2134664691215593,-2.2949006657700406,-1.812661469143536,-0.9285208744301614,1.2747314131839793,0.8213592982085965,-0.4248983419249407,0.4268309825977542,-0.028312097527351504,1.6156951294348467,1.053565363008664,0.8528772600138623,0.12473593922495556,0.3784608345820186,0.6189329084643013
2006-11-09,1.0958241558494213,0.6636669345280801,0.5771876667927052,0.48586228482993493,0.6844543324809467,2.207950119425356,1.5556705021974762,0.6158343736047964,2.6412733668704758,-0.4412095866111876,0.765261088772727,1.5105573547839481,-1.1510533558046123,0.309846859460114,-0.2957181693327207,0.40102495854239273,0.8865804736220734,-0.9514562852433606,-0.8009312533416333,-0.15271434430142758,-1.5637552444412375,-1.4472194430339744
